"ntd_id","state_parent_ntd_id","agency_name","division_department","doing_business_as","reporter_type","reporting_module","organization_type","reported_by_ntd_id","reported_by_name","public_sponsor","subrecipient_type","fy_end_date","original_due_date","address_line_1","address_line_2","p_o_box","city","state","zip_code","zip_code_ext","region","url","fta_recipient_id","ueid","service_area_sq_miles","service_area_pop","primary_uza_uace_code","uza_name","tribal_area_name","population","density","sq_miles","voms_do","voms_pt","total_voms","volunteer_drivers","personal_vehicles","tam_tier","number_of_state_counties","number_of_counties_with","state_admin_funds_expended","street_address_geo_reference"
"00143",,"Asa'carsarmiut Tribe","Transportation","Asa'carsarmiut Tribal Council Transit Service","Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","P.o. Box 32249",,"32249","Mountain Village","AK","99632","249","10",,"6805","SPK7W84CDMQ7",,,"00002","Alaska Non-UZA","Mountain Village ANVSA, AK","359299","0","0","1",,"1",,,"Tier II",,,,
"00199",,"Seldovia Village Tribe",,"Seldovia Bay Ferry","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","206 Main St",,,"Seldovia","AK","99663","250","10","http://seldoviabayferry.com","6744","E1KRVY671B35",,,"00002","Alaska Non-UZA","Seldovia ANVSA, AK","359299","0","0","1",,"1",,,"Tier II",,,,"POINT (-151.71219 59.43685)"
"00207",,"Spokane Tribe of Indians","Transit","The Moccasin Express","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","6195 Ford Wellpinit Rd",,"100","Wellpinit","WA","99040","9707","10","https://www.spokanetribe.com/resources/dnr/transit-services/","6937","Q4XPD6M7TNE7",,,"00053","Washington Non-UZA","Spokane Reservation and Off-Reservation Trust Land, WA","1895776","0","0","10",,"10",,,"Tier II",,,,"POINT (-117.98941 47.88686)"
"00223",,"Jamestown S'Klallam Tribe",,,"Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1033 Old Blyn Hwy",,,"Sequim","WA","98382","7670","10","https://www.clallamtransit.com/route50","6986","MLVMMNN8LJS7",,,"00053","Washington Non-UZA","Jamestown S'Klallam Reservation and Off-Reservation Trust Land, WA","1895776","0","0",,,,,,"Tier II",,,,"POINT (-122.99611 48.02532)"
"00231",,"Confederated Tribes of Warm Springs",,,"Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","P.o. Box C",,,"Warm Springs","OR","97761",,"10","https://warmsprings-nsn.gov/","6978","HLTFBD3FTDG8",,,"00041","Oregon Non-UZA","Warm Springs Reservation and Off-Reservation Trust Land, OR","1553447","0","0",,,,,,"Tier II",,,,
"00239",,"Ketchikan Indian Community","Social Services/Transit",,"Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2960 Tongass Ave",,,"Ketchikan","AK","99901","5742","10","www.kictribe.org","7287","NLA4XF2E97L3",,,"00002","Alaska Non-UZA","Ketchikan ANVSA, AK","359299","0","0","4",,"4",,,"Tier II",,,,"POINT (-131.68461 55.35235)"
"00271",,"Nome Eskimo Community",,,"Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","200 W 5th Ave",,"1090","Nome","AK","99762",,"10","www.necalaska.org","6985","TN9RANKKJGR4",,,"00002","Alaska Non-UZA","Nome ANVSA, AK","0","0","0",,,,,,"Tier II",,,,"POINT (-165.39808 64.50007)"
"00279",,"Hydaburg Cooperative Association","Transportation","HCA transit","Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","P.o. Box 349",,"349","Hydaburg","AK","99922",,"10","www.hcatribe.org/transportation","7246","GDM2XDL25K58",,,"00002","Alaska Non-UZA","Hydaburg ANVSA, AK","359299","0","0","1",,"1",,,"Tier II",,,,
"00280","0R03","Central Washington Airporter",,"Gold Line","Rural Reporter","Rural","Private-For-Profit Corporation","0R03","Washington State Department of Transportation",,"Intercity Bus","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1416 Whitehorn St",,,"Ferndale","WA","98248","8923","10","http://www.gold-line.us","1724","URXJX7P89MH7",,,,,,"0","0","0",,,,,,"Tier II",,,,"POINT (-122.55791 48.81992)"
"00282","0R03","Garfield County Transportation Program",,"Garfield County Transportation Authority","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","789 Main St",,"23","Pomeroy","WA","99347","9718","10","https://garfieldcta.com/","1724","EJJFTHEDDFN9","248","409271",,"Washington Non-UZA",,"0","0","0","4",,"4","0","0","Tier II",,,,"POINT (-117.60026 46.47449)"
"00285","0R03","Thurston Regional Planning Council","ruralTRANSIT","ruralTRANSIT","Rural Reporter","Rural","MPO, COG or Other Planning Agency","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2411 Chandler Ct Sw",,,"Olympia","WA","98502","6038","10","https://www.trpc.org/325/Rural-Transit","1724","RA1YHYY4J4N8",,,,"Washington Non-UZA",,"0","0","0",,"6","6","0","0","Tier II",,,,"POINT (-122.91901 47.02718)"
"00286","0R03","Rural Resources Community Action",,,"Rural Reporter","Rural","Private-Non-Profit Corporation","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","956 S Main St","Suite A",,"Colville","WA","99114","2505","10","https://ruralresources.org/","1724","K7QZQFKWD987",,,,"Washington Non-UZA",,"0","0","0","8",,"8","12","12","Tier II",,,,"POINT (-117.90868 48.53527)"
"00287","0R03","People for People Moses Lake",,,"Rural Reporter","Rural","Private-Non-Profit Corporation","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","302 W Lincoln Ave",,,"Yakima","WA","98902","2656","10","https://www.mypfp.org/services/transportation/","1724","NA1XSQSKCJJ5",,,,"Washington Non-UZA",,"0","0","0","26",,"26","0","0","Tier II",,,,"POINT (-120.5148 46.6042)"
"00291","0R01","Northwestern Stagelines Inc",,"Apple Line","Rural Reporter","Rural","Private-For-Profit Corporation","0R01","Idaho Transportation Department",,"Intercity Bus","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","S 4711 Ben Franklin Ln",,,"Spokane","WA","99224","5179","10","http://www.appleline.us","1722","DYDJA9HKSNF5",,,,,,"0","0","0",,,,,,"Tier II",,,,"POINT (-117.50558 47.61128)"
"00291","0R03","Northwestern Stagelines Inc",,"Apple Line","Rural Reporter","Rural","Private-For-Profit Corporation","0R03","Washington State Department of Transportation",,"Intercity Bus","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","S 4711 Ben Franklin Ln",,,"Spokane","WA","99224","5179","10","http://www.appleline.us","1722","DYDJA9HKSNF5",,,,,,"0","0","0",,,,,,"Tier II",,,,"POINT (-117.50558 47.61128)"
"00294","0R03","City of Pullman","Transit","Pullman Transit","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","190 Se Crestview St # a",,,"Pullman","WA","99163","2267","10","http://www.pullmantransit.com","1724","TCK8L733N3K3",,,,"Washington Non-UZA",,"0","0","0","17",,"17","0","0","Tier II",,,,"POINT (-117.18325 46.72067)"
"00296","0R02","Tillamook County Transportation District",,"The Wave","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","0R02","Oregon Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","3600 3rd St Ste a",,,"Tillamook","OR","97141","2730","10","https://nwconnector.org/agencies/tillamook-county-transportation-district/","5979","R2L7KBX6J286",,,,"Oregon Non-UZA",,"0","0","0","11",,"11","0","0","Tier II",,,,"POINT (-123.82454 45.45637)"
"00297",,"People for People Yakima",,,"Reduced Reporter","Urban","Private-Non-Profit Corporation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","302 W Lincoln Ave",,,"Yakima","WA","98902","2656","10","https://www.mypfp.org/services/transportation/","1724","NA1XSQSKCJJ5","4295","256643","97507","Yakima, WA",,"133145","2387.40","55.8","17",,"17",,,"Tier II",,,,"POINT (-120.5148 46.6042)"
"00298","0R03","Island Transit",,,"Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","19758 State Route 20",,,"Coupeville","WA","98239","9656","10","https://www.islandtransit.org/","1724","P6LJYEN316D7",,,,"Washington Non-UZA",,"0","0","0","57",,"57","0","0","Tier II",,,,"POINT (-122.63951 48.20796)"
"00299","0R03","Klickitat County Senior Services",,"Mount Adams Transportation Service","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","205 S Columbus Ave",,,"Goldendale","WA","98620","9279","10","https://www.klickitatcounty.org/363/Mount-Adams-Transportation-Service-MATS","1724","LUMMDUGCZWE7",,,,"Washington Non-UZA",,"0","0","0","14",,"14","3","3","Tier II",,,,"POINT (-120.82268 45.82107)"
"00300","0R02","City of Silverton","Public Works","Silver Trolley","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","0R02","Oregon Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","410 N Water St",,,"Silverton","OR","97381","1626","10","https://silverton.or.us/community/page/silver-trolley","1723","PL9YE2DUS6S3",,,,"Oregon Non-UZA",,"0","0","0","2",,"2","0","0","Tier II",,,,"POINT (-122.78466 45.00724)"
"00301","0R02","South Clackamas Transportation District",,,"Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R02","Oregon Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","807 E Main St",,"517","Molalla","OR","97038","9164","10","http://www.sctd.org","1723","L6ZXQ1Y6G561",,,,"Oregon Non-UZA",,"0","0","0",,"4","4","0","0","Tier II",,,,"POINT (-122.56589 45.14528)"
"00303","0R03","Clallam Transit System",,,"Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","830 W Lauridsen Blvd",,,"Port Angeles","WA","98363","2300","10","http://www.clallamtransit.com","1724","MLEKAKNA8K75",,,,"Washington Non-UZA",,"0","0","0","56",,"56","0","0","Tier II",,,,"POINT (-123.46115 48.11003)"
"00304","8R05","Salt Lake Express","Western Trails Charter & Tours LLC",,"Rural Reporter","Rural","Private-For-Profit Corporation","8R05","Wyoming Department of Transportation",,"Intercity Bus","2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","785 S Railroad Ave",,"566","Rexburg","ID","83440",,"10","http://www.SaltLakeExpress.com","1144","G2HEHQT34J44",,,,,,"0","0","0",,,,,,"Tier II",,,,
"00304","0R01","Salt Lake Express","Western Trails Charter & Tours LLC",,"Rural Reporter","Rural","Private-For-Profit Corporation","0R01","Idaho Transportation Department",,"Intercity Bus","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","785 S Railroad Ave",,"566","Rexburg","ID","83440",,"10","http://www.SaltLakeExpress.com","1144","G2HEHQT34J44",,,,,,"0","0","0",,,,,,"Tier II",,,,
"00304","8R02","Salt Lake Express","Western Trails Charter & Tours LLC",,"Rural Reporter","Rural","Private-For-Profit Corporation","8R02","Montana Department of Transportation",,"Intercity Bus","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","785 S Railroad Ave",,"566","Rexburg","ID","83440",,"10","http://www.SaltLakeExpress.com","1144","G2HEHQT34J44",,,,,,"0","0","0",,,,,,"Tier II",,,,
"00304","8R06","Salt Lake Express","Western Trails Charter & Tours LLC",,"Rural Reporter","Rural","Private-For-Profit Corporation","8R06","Utah Department of Transportation",,"Intercity Bus","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","785 S Railroad Ave",,"566","Rexburg","ID","83440",,"10","http://www.SaltLakeExpress.com","1144","G2HEHQT34J44",,,,,,"0","0","0",,,,,,"Tier II",,,,
"00307","0R02","Coos County Area Transit",,,"Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R02","Oregon Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","93781 Newport Ln",,"1118","Coos Bay","OR","97420","4067","10","http://www.coostransit.org","1723","ER4RKB9W2A57",,,,"Oregon Non-UZA",,"0","0","0","13",,"13","0","0","Tier II",,,,"POINT (-124.19999 43.35645)"
"00308","0R02","Curry County Public Transit Service District",,"Curry Public Transit Inc","Rural Reporter","Rural","Private Provider Reporting on Behalf of a Public Entity","0R02","Oregon Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","412 Alder St",,"1771","Brookings","OR","97415","9014","10","http://www.currypublictransit.org","1723","CZACBZCTNSV3",,,,"Oregon Non-UZA",,"0","0","0","11",,"11","0","0","Tier II",,,,"POINT (-124.2761 42.05298)"
"00309","0R03","Grant County Transportation Authority",,"Grant Transit Authority","Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","8392 Westover Blvd Ne",,,"Moses Lake","WA","98837","3355","10","https://www.granttransit.com/","1724","NFL7DGLRMHD6",,,,"Washington Non-UZA",,"0","0","0","28","18","46","0","0","Tier II",,,,"POINT (-119.31214 47.1698)"
"00310","0R02","Lincoln County Transportation Service District","Transit Department","Lincoln County Transit","Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R02","Oregon Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","410 Ne Harney St",,,"Newport","OR","97365","2898","10","http://co.lincoln.or.us/transit","5910","FL87RHG8TSD6",,,,"Oregon Non-UZA",,"0","0","0","13",,"13","0","0","Tier II",,,,"POINT (-124.04188 44.63888)"
"00311","0R01","Mountain Rides Transportation Authority",,,"Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R01","Idaho Transportation Department",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","800 1st Ave N",,"3091","Ketchum","ID","83340",,"10","www.mountainrides.org","1722","MKSCKKYC7NE9",,,,"Idaho Non-UZA",,"0","0","0","34",,"34","0","0","Tier II",,,,"POINT (-114.36991 43.68243)"
"00312","0R03","Hopesource",,,"Rural Reporter","Rural","Private-Non-Profit Corporation","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","606 W 3rd Ave","STE 501",,"Ellensburg","WA","98926","3064","10","http://www.hopesource.us","1724","MJGHVZSUVGJ3",,,,"Washington Non-UZA",,"0","0","0","14",,"14","0","0","Tier II",,,,"POINT (-120.55418 46.99428)"
"00313","0R02","Grant County Transportation District","Public Transportation","The People Mover","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","0R02","Oregon Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","131 W Main St",,"126","John Day","OR","97845",,"10","http://www.grantcountypeoplemover.com","1723",,,,,"Oregon Non-UZA",,"0","0","0","6",,"6","0","0","Tier II",,,,"POINT (-118.95339 44.41622)"
"00314","0R03","Grays Harbor Transit",,,"Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","705 30th St",,,"Hoquiam","WA","98550","4237","10","https://www.ghtransit.com/","1724","N53ZTKNNCYQ5",,,,"Washington Non-UZA",,"0","0","0","46",,"46","0","0","Tier II",,,,"POINT (-123.85538 46.97242)"
"00315","0R03","Mason County Transportation Authority",,"Mason Transit Authority","Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","790 E Johns Prairie Rd",,"1880","Shelton","WA","98584","1265","10","https://www.masontransit.org/","1724","ZL58AVGU81E6",,,,"Washington Non-UZA",,"0","0","0","35",,"35","0","0","Tier II",,,,"POINT (-123.10138 47.24089)"
"00316","0R03","Jefferson Transit",,,"Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","63 Four Corners Rd",,,"Port Townsend","WA","98368","9366","10","http://www.jeffersontransit.com","1724","CDKCRDC5A7J7",,,,"Washington Non-UZA",,"0","0","0","13",,"13","0","0","Tier II",,,,"POINT (-122.81787 48.05021)"
"00317","0R03","Mt Si Senior Center",,"Snoqualmie Valley Transportation","Rural Reporter","Rural","Private-Non-Profit Corporation","0R03","Washington State Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","411 Main Ave S",,"806","North Bend","WA","98045","8215","10","https://svtbus.org/","1724","GDG3YC95NHK6",,,,"Washington Non-UZA",,"0","0","0","9",,"9","0","0","Tier II",,,,"POINT (-121.78833 47.49267)"
